Country Name,Country Code,Series Name,Series Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Suriname,SUR,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,0,98.16819317,101.3770004,109.1668385,87.92066178,90.96139415,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,Trade (% of GDP),NE.TRD.GNFS.ZS,74.89836582,81.47753193,80.58829004,77.21865071,75.24559367,78.59114958,83.7514777,88.19541348,89.16208221,92.56415043,81.50885604,84.24837719,85.7910274,85.28225106,80.81566528,82.93353169,83.72381451,82.32064509,84.93474943,89.1311984,91.43382897,83.21100287,88.24640148,102.9240812
Switzerland,CHE,Trade (% of GDP),NE.TRD.GNFS.ZS,89.8170141,97.93685621,96.03983789,91.78185086,90.33549611,95.51709446,102.2611721,106.2451548,113.3318578,116.7780001,109.7759846,120.0651233,125.5562732,126.4538605,133.6937084,120.2134234,117.1384822,123.5659245,123.6218076,124.4285043,124.1276122,121.785978,130.2561628,140.1695488
Syrian Arab Republic,SYR,Trade (% of GDP),NE.TRD.GNFS.ZS,64.30840492,65.28498612,67.3681325,71.64430768,61.54699054,78.11492859,80.13300249,74.20522659,76.37935352,74.2279601,59.94382524,64.01016469,50.69609435,35.36869033,44.70525478,54.26442252,51.08620782,67.11193653,61.05085217,50.65909911,41.99947112,48.40136218,97.85125423,0
Tajikistan,TJK,Trade (% of GDP),NE.TRD.GNFS.ZS,133.605948,175.3512061,146.6573056,138.6839688,137.669593,128.3381707,126.9946993,141.1539121,145.5280997,114.4801491,85.97813704,73.49304451,79.78424467,83.17594454,71.74374289,54.60715961,49.93781607,55.72464469,53.78610461,55.84611141,56.04501591,55.74910402,71.82593744,0
Tanzania,TZA,Trade (% of GDP),NE.TRD.GNFS.ZS,25.01345223,23.9808677,28.02050647,27.48976305,30.43836752,33.5982317,36.95927329,42.76816647,48.05839478,49.02654455,43.53260065,47.64043943,56.16612418,54.36894908,48.63162753,45.35602234,40.75768088,35.4204704,33.11259199,32.6426099,33.01858925,27.9630152,29.91518401,35.02085946
Thailand,THA,Trade (% of GDP),NE.TRD.GNFS.ZS,100.7062887,121.2979554,120.2679663,114.969743,116.6928197,127.4118737,137.8538668,134.0869462,129.873227,140.4370115,119.2694189,127.2505226,139.6754072,137.6749385,132.4622742,130.9054954,124.8396622,120.5752273,120.8914274,120.8418647,109.6895147,97.79969486,117.243431,133.8759876
Timor-Leste,TLS,Trade (% of GDP),NE.TRD.GNFS.ZS,0,175.6484648,166.6963735,180.4037443,122.3119649,107.3308196,74.67125131,98.87571938,128.7608922,135.2507603,157.6864486,134.4005217,140.7663496,128.5004933,79.63412483,82.73577734,59.89152743,59.86761375,58.1457024,64.39833115,70.80641469,84.7503111,99.89179886,97.63942806
Togo,TGO,Trade (% of GDP),NE.TRD.GNFS.ZS,67.88952808,68.66603181,72.6030501,72.87693239,78.21793233,81.71684371,86.77530133,87.00599417,61.77407211,62.30766745,62.21041999,66.79748859,77.73231266,75.71320857,82.14778776,70.91565175,69.12813788,66.44504098,58.20886025,57.57373885,56.34217403,55.0659514,54.08956771,57.83630207
Tonga,TON,Trade (% of GDP),NE.TRD.GNFS.ZS,50.52848584,52.81797903,58.23143115,73.51463384,76.0726225,76.18140665,74.70957782,66.4809746,70.44140521,68.66244614,78.13886026,73.18961042,78.78380925,78.04144153,82.94042217,74.92080958,81.4514051,84.94773533,87.96748174,87.59477361,87.16544719,85.53402289,73.36746933,0
Tunisia,TUN,Trade (% of GDP),NE.TRD.GNFS.ZS,77.90511394,82.63911067,89.55220119,85.34217597,82.39034071,86.9253447,90.25124788,93.94093041,104.059401,114.3436602,93.01687879,100.1510098,100.1063793,101.5507239,98.95495669,96.10710386,87.24853066,87.09266436,95.80919798,103.8716404,100.9360083,82.81760285,92.93525291,110.7399496
Turkiye,TUR,Trade (% of GDP),NE.TRD.GNFS.ZS,37.66492201,42.35443704,49.87147514,47.98239405,46.22509763,48.82583815,46.14235705,48.76287107,47.85081675,50.5482539,46.78706695,46.69446523,53.30417564,52.83080266,52.5272988,53.76630117,51.0885436,48.32818623,55.76216875,62.61421117,63.19329032,61.3437551,71.08244139,81.17012958
Turkmenistan,TKM,Trade (% of GDP),NE.TRD.GNFS.ZS,90.47619048,103.5803178,81.98585494,63.70468612,63.20175069,59.31996749,53.97234197,52.447301,56.27777778,94.7240752,104.9521793,96.86305584,111.0628338,109.3336526,98.59282268,91.09348296,81.29993057,62.0460847,53.57535671,50.90027264,44.2857594,35.93659385,33.05811708,0
Uganda,UGA,Trade (% of GDP),NE.TRD.GNFS.ZS,36.02471016,32.74903334,35.32997678,36.27779416,36.58572646,35.46008625,38.99428548,43.63328579,46.77741665,56.25826821,47.06387807,38.26924904,39.75522556,43.50213714,43.10915487,36.01440108,37.68929833,31.20936202,36.83705293,36.6384056,39.36105396,37.00069239,41.71363074,34.50530193
Ukraine,UKR,Trade (% of GDP),NE.TRD.GNFS.ZS,101.951707,115.7357149,99.92612762,95.99466981,102.5901823,109.9817085,94.64757011,89.18105264,88.04656067,94.17189214,87.47616262,95.72973045,104.8050739,102.6227884,94.00166945,100.6917825,107.8066163,105.5212049,104.0349829,99.19981507,90.51123429,79.15645238,82.69796136,87.70686654
United Arab Emirates,ARE,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,89.86457993,93.07165881,102.3001695,116.6226125,119.5528716,119.4706696,136.7981529,148.513544,153.4619444,138.8920969,147.392662,159.9704706,161.1004825,164.0295099,169.4762367,170.9030878,172.803425,157.9205731,167.3835649,166.5718993,0,0
United Kingdom,GBR,Trade (% of GDP),NE.TRD.GNFS.ZS,49.6314395,52.5217306,52.82161351,51.37963421,50.23952305,50.45171124,52.68071684,56.91442748,52.96435344,56.69860693,55.00438403,59.27277497,63.56540097,62.22598273,61.99911191,59.09480412,57.20354969,59.70039841,63.12165003,64.54264825,64.66513364,58.77455938,59.34864775,69.52241867
USA,USA,Trade (% of GDP),NE.TRD.GNFS.ZS,23.3135637,25.10299536,22.96718134,22.28637411,22.62731301,24.44806226,25.63855303,26.9752781,28.01201768,29.86779579,24.75953117,28.21989523,30.84248624,30.68183537,30.00795397,30.00447816,27.82356492,26.60796206,27.31302089,27.61037927,26.45063522,23.39270755,25.5556269,27.36357347
Uruguay,URY,Trade (% of GDP),NE.TRD.GNFS.ZS,33.38644895,36.71373815,36.30951264,40.02906731,51.75919958,61.47668809,58.87769633,61.97157452,59.21044784,65.20809501,53.39441927,51.6990372,53.24703401,55.06115416,49.71784647,49.08762406,45.32824081,48.47053395,46.37795599,47.91671099,49.55730525,46.0172767,54.41636108,57.19153766
Uzbekistan,UZB,Trade (% of GDP),NE.TRD.GNFS.ZS,36.61885881,44.05402998,56.77627759,58.95452471,70.45927469,76.5956692,69.52525842,67.47129217,74.41419298,79.74799203,68.6731422,49.2558698,49.64347272,44.227955,42.36690559,36.35907914,30.75050866,29.19229704,47.78465936,71.20556191,72.51832673,61.8391899,63.84829099,71.57894502
Vanuatu,VUT,Trade (% of GDP),NE.TRD.GNFS.ZS,91.23233024,87.15579178,87.77214514,91.69972369,91.56798959,98.7059775,100.1738203,89.54146181,90.1716511,105.7748526,108.4891791,103.8233122,96.99876642,104.4516297,106.4107571,105.3901561,113.0471898,109.5434852,105.5243495,98.34080895,99.38296882,62.96638679,60.46940234,68.51271019
"Venezuela, RB",VEN,Trade (% of GDP),NE.TRD.GNFS.ZS,42.07023048,47.85722155,42.14126802,48.57571065,50.57700738,55.3674556,60.12732976,58.66559156,56.19909548,51.82901238,38.52092966,46.13689352,49.6381216,50.40356738,54.27776127,48.09081353,0,0,0,0,0,0,0,0
Viet Nam,VNM,Trade (% of GDP),NE.TRD.GNFS.ZS,102.7874066,111.4170944,111.955938,116.6968687,124.3279544,133.0164979,130.714846,138.3136219,154.605384,154.3174796,134.7063177,113.977688,125.2605783,123.2241167,130.8463553,135.4105206,144.9142279,145.4095071,160.9800835,164.6639368,164.7042145,163.2458629,186.4289294,185.729987
Virgin Islands (U.S.),VIR,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,283.1698345,362.9683416,435.1593363,503.2068654,552.1186441,560.367893,863.195099,508.4027612,586.4014801,679.2327729,157.1777941,142.2418406,164.2917251,84.76658477,113.2964718,157.6963627,159.2403773,155.399175,114.7051802,183.1683168,0
"Yemen, Rep.",YEM,Trade (% of GDP),NE.TRD.GNFS.ZS,72.00392774,75.43883864,70.89239798,74.73045586,74.3826166,71.84667401,76.77328568,82.07616266,79.12342059,81.24471885,68.07139101,64.38563678,63.05945795,61.36163718,52.51187814,49.83717125,31.63753763,32.6462708,44.95243292,58.90227861,0,0,0,0
Zambia,ZMB,Trade (% of GDP),NE.TRD.GNFS.ZS,59.7675342,60.38746899,64.66828271,64.916497,62.31284468,70.81307493,62.20028219,57.85681887,65.77145869,59.45488912,56.12138096,67.90091903,76.21472826,79.1007045,80.45602025,76.19366309,79.86541681,73.95856125,71.58569465,74.88836953,68.79120494,79.32548782,86.20851119,69.29731542
Zimbabwe,ZWE,Trade (% of GDP),NE.TRD.GNFS.ZS,70.9226598,74.06741113,67.89787217,66.80735156,70.45198822,76.0396086,76.04370728,82.82064878,84.17290443,109.5216372,61.77843778,83.12419044,89.46652677,74.16253472,58.656494,54.67161542,56.74881111,51.21902464,50.02971226,54.5502704,55.79596099,47.31336542,50.84712837,64.95664089
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
